148,168,72,35
149,860,42,16
150,889,91,73
151,400,64,33
152,486,4,48
153,893,66,0
154,290,31,88
155,608,49,113
156,823,29,93
157,421,82,13
158,907,95,77
159,641,32,65
160,403,71,28
161,571,46,93
162,565,34,63
163,810,99,63
164,977,67,50
165,279,60,31
166,648,35,32
167,63,60,69
168,984,5,53
169,497,59,56
170,451,3,118
171,418,80,82
172,250,28,82
173,329,83,77
174,989,37,112
175,546,59,51
176,754,42,112
177,924,98,43
178,393,92,18
179,738,23,77
180,774,96,91
181,339,81,33
182,626,71,62
183,552,68,86
184,804,67,44
185,581,40,98
186,145,79,38
187,775,60,97
188,448,44,117
189,119,78,36
190,67,45,34
191,494,83,69
192,678,87,106
193,317,34,63
194,458,39,59
195,528,100,69
196,476,30,55
197,662,76,100
198,956,13,122
199,271,63,51
200,576,12,58
201,567,63,54
202,176,30,65
203,930,3,114
204,757,78,38
205,280,80,96
206,520,7,125
207,532,87,95
208,336,22,6
209,712,14,63
210,160,46,76
211,778,68,43
212,226,98,39
213,231,72,8
214,52,86,44
215,74,9,52
216,910,5,68
217,556,19,18
218,906,77,81
219,79,34,52
220,313,56,98
221,941,83,52
222,608,91,8
223,165,1,69
224,602,84,49
225,283,18,46
226,364,70,47
227,667,65,44
228,373,73,0
229,858,96,109
230,461,94,110
231,741,6,94
232,622,23,114
233,772,19,117
234,273,6,125
235,87,66,105
236,70,32,18
237,521,49,35
238,85,96,124
239,631,78,25
240,721,52,117
241,28,20,66
242,136,62,53
243,985,48,126
244,959,17,104
245,539,47,99
246,629,78,84
247,390,50,13
248,785,74,23
249,301,48,80
250,903,59,36
251,52,95,122
252,90,46,29
253,763,36,107
254,645,17,14
255,318,62,3
256,379,71,122
257,934,40,19
258,132,32,72
259,729,1,63
260,888,77,103
261,306,82,37
262,513,74,125
263,731,8,50
264,431,22,108
265,895,15,33
266,203,81,116
267,721,44,57
268,303,15,32
269,470,67,86
270,832,70,49
271,189,38,90
272,753,78,3
273,384,88,104
274,948,9,56
275,413,1,73
276,382,48,86
277,199,44,13
278,161,35,90
279,699,37,92
280,166,37,27
281,117,44,92
282,931,60,43
283,793,10,102
284,455,4,30
285,395,95,90
286,846,53,82
287,16,35,52
288,474,27,17
289,483,84,124
290,379,18,41
291,302,52,22
292,919,49,97
293,923,85,80
294,200,6,87
295,683,75,73
296,934,9,15
297,733,77,70
298,770,42,87
299,300,3,80
300,271,82,83
301,905,72,9
302,524,44,66
303,886,71,17
304,966,100,116
305,477,39,19
306,903,33,110
307,247,98,13
308,827,41,36
309,961,80,21
310,412,49,68
311,919,83,21
312,356,4,16
313,681,20,108
314,987,89,39
315,542,38,91
316,933,88,19
317,270,95,96
318,87,17,81
319,179,41,10
320,546,92,36
321,570,26,32
322,989,7,49
323,981,64,105
324,478,65,118
325,843,89,55
326,856,28,62
327,327,84,91
328,126,79,18
329,510,39,1
330,206,46,23
331,753,85,71
332,612,49,75
333,839,42,58
334,78,50,86
335,258,40,58
336,455,90,13
337,912,81,17
338,523,14,18
339,737,68,110
340,875,95,37
341,684,64,105
342,738,63,20
343,132,96,22
344,726,87,119
345,636,18,120
346,138,86,44
347,591,67,95
348,88,97,42
349,549,22,24
350,190,66,20
351,427,88,46
352,498,44,92
353,622,33,92
354,224,77,55
355,176,50,63
356,284,85,32
357,281,7,6
358,195,100,76
359,408,7,96
360,393,39,110
361,134,10,17
362,700,51,71
363,525,24,57
364,311,27,116
365,567,58,73
366,758,19,26
367,825,79,124
368,998,25,11
369,46,94,98
370,386,7,56
371,344,52,79
372,227,18,44
373,170,77,30
374,65,34,2
375,315,33,96
376,758,100,27
377,1000,33,55
378,583,29,20
379,293,96,98
380,503,47,49
381,147,65,96
382,84,65,32
383,718,92,114
384,71,22,62
385,110,12,14
386,903,47,125
387,997,26,12
388,743,74,15
389,45,61,91
390,104,35,7
391,229,47,99
392,179,78,85
393,2,52,122
394,221,11,31
395,258,36,89
396,865,63,41
397,383,53,94
398,868,15,41
399,769,81,53
400,110,76,78
401,539,31,74
402,180,44,124
403,56,84,88
404,592,68,2
405,710,42,123
406,349,27,81
407,335,88,19
408,678,86,54
409,931,56,11
410,988,31,112
411,827,71,110
412,628,32,110
413,937,84,45
414,779,20,11
415,407,41,96
416,996,26,9
417,689,53,18
418,313,70,97
419,935,99,118
420,326,79,86
421,49,8,41
422,216,82,115
423,465,30,30
424,641,2,81
425,804,88,119
426,5,83,5
427,820,55,118
428,511,53,6
429,843,84,46
430,122,66,12
431,935,76,38
432,757,34,99
433,590,18,102
434,707,83,57
435,407,73,66
436,123,79,65
437,688,2,57
438,872,34,59
439,732,51,10
440,493,53,39
441,235,69,92
442,467,36,23
443,209,88,88
444,269,11,107
445,513,37,117
446,702,88,48
447,665,14,18
448,95,71,26
449,760,78,65
450,623,33,18
451,519,80,55
452,31,21,121
453,89,1,92
454,839,34,120
455,137,90,73
456,810,98,68
457,469,90,62
458,742,53,1
459,819,46,89
460,651,68,76
461,936,21,75
462,905,86,101
463,784,98,81
464,800,44,62
465,35,15,101
466,98,14,103
467,430,25,65
468,312,16,60
469,896,30,55
470,459,29,118
471,852,21,37
472,305,71,76
473,770,55,125
474,249,84,14
475,338,34,52
476,399,92,69
477,149,27,91
478,643,21,65
479,322,80,86
480,290,56,7
481,323,98,82
482,299,73,64
483,535,20,79
484,578,70,113
485,698,95,22
486,208,76,78
487,698,21,41
488,784,47,54
489,322,60,109
490,574,14,111
491,739,37,29
492,491,10,51
493,325,57,33
494,616,18,73
495,290,41,94
496,19,3,55
497,361,75,119
498,561,59,28
499,301,46,98
500,811,82,87
501,869,17,41
502,863,80,5
503,762,29,3
504,34,67,40
505,158,48,72
506,479,66,11
507,718,35,20
508,91,32,96
509,53,45,73
510,392,79,44
511,31,9,21
512,455,74,45
513,944,19,69
514,209,24,92
515,329,80,52
516,99,11,37
517,545,100,81
518,554,38,80
519,403,10,9
520,212,41,119
521,889,23,112
522,147,26,42
523,465,22,29
524,216,66,53
525,194,92,114
526,878,39,127
527,343,20,110
528,683,12,26
529,490,75,37
530,961,64,116
531,954,60,54
532,491,33,87
533,758,8,106
534,20,90,60
535,358,59,30
536,804,59,43
537,349,22,47
538,613,33,52
539,644,76,7
540,206,32,107
541,912,76,25
542,670,94,121
543,906,86,30
544,96,89,24
545,730,22,87
546,864,14,118
547,712,42,2
548,900,91,18
549,106,92,43
550,483,93,65
551,946,7,86
552,452,99,48
553,655,34,118
554,418,58,59
555,60,9,75
556,972,89,58
557,693,50,48
558,303,68,53
559,269,50,15
560,979,76,0
561,638,1,4
562,532,70,19
563,790,5,125
564,951,10,117
565,94,81,123
566,933,98,73
567,176,61,41
568,713,9,0
569,288,88,34
570,883,14,50
571,456,48,24
572,89,15,126
573,29,65,49
574,44,56,56
575,837,81,122
576,230,94,77
577,437,82,112
578,365,84,124
579,948,50,111
580,476,13,16
581,72,88,57
582,792,95,26
583,656,75,48
584,709,91,70
585,289,87,51
586,564,78,96
587,883,68,59
588,944,37,18
589,118,47,52
590,467,1,121
591,35,11,98
592,449,75,117
593,905,37,49
594,713,75,49
595,689,44,88
596,487,48,10
597,390,31,9
598,6,76,106
599,668,93,55
600,191,83,39
601,904,59,13
602,64,96,104
603,738,91,35
604,529,16,116
605,845,70,55
606,390,33,110
607,683,25,64
608,659,46,1
609,885,12,126
610,85,48,15
611,407,56,113
612,943,68,98
613,301,88,100
614,201,47,8
615,392,75,24
616,758,49,38
617,920,61,111
618,19,75,96
619,147,99,27
620,220,20,31
621,950,5,5
622,514,50,102
623,46,75,1
624,508,70,51
625,144,58,39
626,897,58,75
627,944,14,80
628,158,28,16
629,366,16,48
630,764,52,118
631,99,15,30
632,820,2,89
633,155,56,91
634,756,93,27
635,239,28,38
636,377,91,16
637,236,67,36
638,707,70,109
639,431,47,18
640,976,80,39
641,311,43,33
642,30,23,70
643,746,12,19
644,959,22,26
645,55,29,118
646,496,15,70
647,346,90,127
648,300,73,103
649,558,6,127
650,338,13,17
651,904,1,36
652,682,30,15
653,900,95,38
654,675,16,32
655,11,2,66
656,140,93,117
657,102,18,35
658,386,65,22
659,985,77,16
660,63,48,110
661,675,43,98
662,599,96,107
663,534,94,114
664,684,82,115
665,744,41,51
666,875,64,91
667,228,6,63
668,472,81,44
669,423,31,76
670,402,45,125
671,330,29,17
672,470,28,80
673,544,59,76
674,951,69,80
675,162,57,39
676,520,37,4
677,834,54,89
678,487,7,112
679,684,37,55
680,193,68,16
681,536,99,24
682,805,68,18
683,245,32,16
684,599,52,88
685,606,57,40
686,687,80,53
687,882,81,46
688,439,93,67
689,325,88,62
690,672,67,82
691,700,68,121
692,785,42,84
693,825,81,111
694,699,9,77
695,947,61,5
696,421,58,88
697,783,38,127
698,605,32,54
699,618,69,44
700,6,3,39
701,385,36,35
702,875,83,75
703,658,83,122
704,653,98,5
705,349,57,68
706,16,43,58
707,845,35,5
708,368,68,112
709,208,82,58
710,741,11,105
711,853,97,66
712,486,8,113
713,241,32,108
714,776,64,97
715,274,5,115
716,87,95,3
717,633,75,66
718,323,71,48
719,574,45,62
720,266,77,89
721,472,53,111
722,804,28,71
723,783,34,80
724,123,53,28
725,525,30,102
726,784,35,90
727,914,58,8
728,172,16,35
729,273,25,105
730,321,88,36
731,261,6,60
732,872,40,79
733,569,80,21
734,355,57,65
735,811,42,67
736,772,20,56
737,675,20,113
738,734,85,76
739,60,87,84
740,753,38,115
741,33,76,77
742,66,54,119
743,625,97,111
744,16,66,9
745,359,26,75
746,300,53,20
747,671,59,56
748,726,18,72
749,973,3,59
750,992,13,57
751,622,45,80
752,554,21,45
753,685,50,97
754,650,97,75
755,883,41,8
756,439,46,87
757,474,56,13
758,928,75,125
759,962,19,21
760,825,51,41
761,490,20,59
762,18,30,35
763,253,66,72
764,441,50,68
765,736,39,123
766,794,25,119
767,816,35,91
768,554,72,30
769,288,41,114
770,905,57,48
771,534,85,86
772,755,5,37
773,807,27,18
774,421,88,24
775,198,11,45
776,354,50,29
777,197,74,94
778,715,97,28
779,33,26,6
780,744,72,79
781,281,3,50
782,895,45,42
783,993,52,99
784,221,32,91
785,245,77,73
786,940,59,82
787,164,99,82
788,702,4,75
789,497,1,93
790,923,29,46
791,446,9,10
792,278,67,118
793,905,41,84
794,598,28,79
795,310,91,102
796,929,2,82
797,907,74,19
798,444,62,94
799,153,74,92
800,454,20,60
801,423,75,87
802,988,97,71
803,613,73,9
804,431,89,117
805,753,95,103
806,643,36,75
807,353,62,26
808,835,67,121
809,622,14,51
810,76,66,105
811,209,39,16
812,798,33,69
813,827,52,33
814,26,95,18
815,238,9,108
816,771,99,91
817,850,90,111
818,340,16,25
819,858,27,9
820,81,7,1
821,619,56,94
822,607,62,34
823,171,95,108
824,96,75,18
825,94,29,83
826,308,5,7
827,223,54,44
828,998,47,60
829,909,47,81
830,219,91,3
831,140,55,92
832,348,33,47
833,595,36,16
834,650,60,61
835,173,41,59
836,290,61,73
837,803,48,79
838,208,65,88
839,479,65,72
840,812,87,113
841,682,89,92
842,940,18,4
843,684,83,14
844,789,49,125
845,791,26,66
846,958,100,17
847,105,32,49
848,480,52,90
849,494,16,6
850,534,23,83
851,466,10,16
852,641,60,115
853,890,20,34
854,638,6,47
855,733,92,117
856,940,33,69
857,849,38,103
858,818,68,119
859,817,38,106
860,53,22,79
861,747,82,111
862,430,81,90
863,756,59,30
864,368,32,93
865,603,96,115
866,89,98,47
867,659,40,121
868,838,30,41
869,351,56,76
870,228,87,67
871,585,83,77
872,714,55,119
873,234,25,83
874,554,48,77
875,967,87,72
876,859,25,81
877,365,7,125
878,933,88,77
879,893,4,28
880,905,68,13
881,759,64,20
882,316,44,103
883,857,31,123
884,79,59,81
885,771,5,12
886,748,14,67
887,252,18,47
888,972,54,116
889,797,91,90
890,68,58,58
891,88,87,117
892,486,74,57
893,504,68,53
894,928,95,122
895,989,100,127
896,75,58,88
897,150,6,78
898,754,10,66
899,276,92,42
900,718,4,52
901,437,97,33
902,62,64,37
903,165,54,113
904,716,38,4
905,798,47,92
906,498,91,79
907,843,89,74
908,586,17,1
909,860,20,19
910,777,71,31
911,145,94,105
912,118,47,40
913,296,84,22
914,372,31,47
915,734,16,78
916,170,41,126
917,556,33,115
918,235,26,1
919,939,50,81
920,420,40,68
921,766,47,122
922,585,20,62
923,586,30,75
924,562,71,50
925,579,46,73
926,793,68,117
927,170,20,21
928,22,73,77
929,988,15,64
930,653,34,95
931,896,13,25
932,389,75,21
933,297,72,63
934,720,73,6
935,153,85,90
936,737,37,109
937,503,35,103
938,221,83,92
939,914,94,64
940,143,42,124
941,968,4,93
942,70,67,124
943,641,12,64
944,182,82,64
945,961,5,14
946,842,18,48
947,768,16,30
948,293,9,44
949,965,86,59
950,93,68,77
951,860,30,67
952,787,18,88
953,921,82,64
954,702,2,12
955,287,35,125
956,51,92,63
957,273,53,69
958,93,51,83
959,577,77,107
960,679,22,36
961,815,30,42
962,991,46,49
963,812,34,51
964,876,65,61
965,294,39,22
966,736,18,23
967,6,55,126
968,134,74,104
969,733,95,48
970,407,57,82
971,343,26,82
972,85,57,35
973,522,93,101
974,927,25,43
975,807,41,83
976,392,85,115
977,243,24,115
978,966,45,6
979,685,65,126
980,724,24,63
981,39,10,15
982,191,36,119
983,129,63,42
984,345,75,112
985,184,90,121
986,550,41,124
987,947,46,28
988,851,19,56
989,85,64,118
990,852,55,99
991,338,9,19
992,514,44,125
993,171,58,35
994,725,54,80
995,848,29,18
996,983,27,23
997,455,94,40
998,144,7,74
999,569,4,127
1000,591,31,101
